ID,Smiles,Target Name,Ki,exactmw,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi
CHEMBL600801,CCCCCCC(C)(C)c1cc(C#N)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,Cannabinoid CB2 receptor,5.3,379.287514804,379.5880000000002,2.0,0.0,6.0,0.0,2.0,28.0,65.0,2.0,0.0,0.6538461538461539,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,171.53510497916204,33.019999999999996,7.417180000000007,116.8710000000001,18.691960700217784,11.141709549881158,7.045865490665533,7.045865490665533,5.168562106027971,18.691960700217784,11.141709549881158,7.045865490665533,7.045865490665533,5.168562106027971,-1.7499999999999996,20.970808207377242,7.938028333723145,3.999508971987567,5.945245347544087
CHEMBL75571,COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1cccc(Cl)c1,Cannabinoid CB2 receptor,354.0,426.134634896,426.9000000000001,6.0,0.0,4.0,0.0,5.0,30.0,53.0,7.0,1.0,0.30434782608695654,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,179.48117619713244,60.769999999999996,3.701520000000002,115.51050000000004,17.738299562143172,10.208308285841767,5.743436769455609,5.743436769455609,4.090893221261658,16.98237061612472,9.83034381283254,5.508339666667871,5.508339666667871,3.900605373122459,-2.8299999999999996,20.443086363221386,8.49797316273814,3.804300213378206,5.790826642606445
CHEMBL201582,CC(C)c1nc2c(-c3ccc(Cl)cc3)n(-c3ccccc3Cl)nc2c(=O)n1CC(F)(F)F,Cannabinoid CB2 receptor,10000.0,480.07315118400004,481.3050000000002,5.0,0.0,4.0,0.0,5.0,32.0,49.0,10.0,0.0,0.22727272727272727,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,190.57312830337835,52.71,6.241700000000003,118.72500000000005,18.502042133439925,10.432086161843028,5.434721719039321,5.434721719039321,3.8457805924746133,16.990184241403018,9.676157215824574,4.863132875439247,4.863132875439247,3.50400489918732,-2.8399999999999994,22.357371352194253,8.256141470102687,4.120822137741168,5.768300649479274
CHEMBL272944,Cc1c(C(=O)N2CCCCCC2)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12,Cannabinoid CB2 receptor,4900.0,432.20827850399996,432.58600000000024,6.0,0.0,3.0,0.0,4.0,30.0,62.0,7.0,1.0,0.6086956521739131,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,178.81183165706528,70.83,4.424020000000004,117.02630000000008,19.002877600874015,12.536712862661373,8.295929795902873,8.295929795902873,6.639321513317434,18.186381019946293,11.096649533860734,6.468298903976604,6.468298903976604,4.9329234048272665,-1.8599999999999994,21.375021650003774,8.34529807761713,4.015856806453844,5.946030902826702
CHEMBL404574,Cc1c(C(=O)NC2CCCCC2)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12,Cannabinoid CB2 receptor,17400.0,432.20827850399996,432.58600000000024,6.0,1.0,4.0,1.0,4.0,30.0,62.0,7.0,1.0,0.6086956521739131,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,178.60186017046996,79.61999999999999,4.4703200000000045,116.99400000000006,18.925907493377135,12.535822248400258,8.355030138150996,8.355030138150996,6.732400110011742,18.10941091244941,11.09575891959962,6.527399246224727,6.527399246224727,5.026002001521575,-1.8599999999999994,21.375021650003774,8.34529807761713,4.144068970423259,5.946030902826702
CHEMBL1209710,C[C@H]1CN(C(=O)c2cn3c4c(cccc24)OC[C@H]3C2CCCCC2)CCN1C,Cannabinoid CB2 receptor,0.3981,381.24162723200004,381.5200000000003,5.0,0.0,2.0,0.0,4.0,28.0,59.0,5.0,1.0,0.6086956521739131,5.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,166.78357248416063,37.71,3.931200000000003,111.04050000000008,17.063550282433912,10.890999418180106,7.253737383258687,7.253737383258687,5.368490613326225,17.063550282433912,10.890999418180106,7.253737383258687,7.253737383258687,5.368490613326225,-2.0099999999999993,18.046203907471217,7.105501995182946,2.9117355828273137,4.579547781071965
CHEMBL482567,O=C(NCc1cccc(Cl)c1)c1ccc2c(c1)N=C(N1CCC(F)(F)CC1)c1ccccc1S2,Cannabinoid CB2 receptor,1258.93,497.114017444,497.9980000000003,4.0,1.0,3.0,1.0,4.0,34.0,56.0,8.0,1.0,0.23076923076923078,5.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,205.5774536375541,44.7,6.544000000000005,131.5802,19.803629584920127,12.228021032751428,7.3080915335437195,7.3080915335437195,5.294424168703348,18.231204057973947,11.033559978814475,5.931951072223619,5.931951072223619,4.083500705344961,-2.8999999999999986,22.87068367951559,9.390247236047612,4.95463201951005,6.316511006120309
CHEMBL520345,CCC(F)(F)CN1CCOc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,Cannabinoid CB2 receptor,10000.0,465.082238648,466.3150000000002,5.0,0.0,5.0,0.0,4.0,31.0,50.0,9.0,1.0,0.2727272727272727,4.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,187.6740928952027,47.36,5.726000000000005,115.65650000000004,18.12908242976462,10.498595076737816,5.648684191869274,5.648684191869274,3.7322038454905995,16.61722453772771,9.74266613071936,5.077095348269198,5.077095348269198,3.3904281522033064,-2.639999999999999,21.586702415660138,8.47585498082542,4.247980559940762,5.902121264173197
CHEMBL476336,O=C(NCCCc1ccccc1)C(c1ccccc1)c1ccccc1,Cannabinoid CB2 receptor,7900.0,329.177964356,329.4430000000001,2.0,1.0,7.0,1.0,1.0,25.0,48.0,2.0,1.0,0.17391304347826086,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.08168638725985,29.1,4.567500000000004,102.49970000000003,14.267172941057524,8.759307137771794,4.312284390515773,4.312284390515773,3.037017507885523,14.267172941057524,8.759307137771794,4.312284390515773,4.312284390515773,3.037017507885523,-2.8699999999999988,16.96937176184602,8.835452683889176,4.801656823770293,5.9972832510846255
CHEMBL476529,O=C(NCCC(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1,Cannabinoid CB2 receptor,7900.0,405.209264484,405.5410000000001,2.0,1.0,8.0,1.0,1.0,31.0,58.0,2.0,1.0,0.13793103448275862,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.13878059332387,29.1,6.156900000000006,127.08070000000002,17.52416777500873,10.802035909354972,5.66412674209048,5.66412674209048,4.124422657827398,17.52416777500873,10.802035909354972,5.66412674209048,5.66412674209048,4.124422657827398,-3.649999999999998,20.615846833618768,10.4003862577908,5.289071691962129,6.916540971002858
