,ID,Smiles,Target Name,Ki,exactmw,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,APAAC,GearyAuto_AvFlexibility,GearyAuto_FreeEnergy,GearyAuto_Hydrophobicity,GearyAuto_Mutability,GearyAuto_Polarizability,GearyAuto_ResidueASA,GearyAuto_ResidueVol,GearyAuto_Steric,MoranAuto_AvFlexibility,MoranAuto_FreeEnergy,MoranAuto_Hydrophobicity,MoranAuto_Mutability,MoranAuto_Polarizability,MoranAuto_ResidueASA,MoranAuto_ResidueVol,MoranAuto_Steric,MoreauBrotoAuto_AvFlexibility,MoreauBrotoAuto_FreeEnergy,MoreauBrotoAuto_Hydrophobicity,MoreauBrotoAuto_Mutability,MoreauBrotoAuto_Polarizability,MoreauBrotoAuto_ResidueASA,MoreauBrotoAuto_ResidueVol,MoreauBrotoAuto_Steric,PAAC,QSOSW,QSOgrant,_ChargeC,_HydrophobicityC,_NormalizedVDWVC,_PolarityC,_PolarizabilityC,_SecondaryStrC,_SolventAccessibilityC,taugrant,tausw
0,CHEMBL1083364,C=CCc1ccccc1OCC(O)CN1CCC(N2C(=O)c3cccc4cccc(c34)C2=O)CC1,Beta-2 adrenergic receptor,40.0,470.22055744,470.5690000000002,6.0,1.0,8.0,1.0,5.0,35.0,65.0,6.0,2.0,0.3103448275862069,5.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,204.96363452740653,70.08000000000001,4.068600000000004,135.75479999999993,19.72879340684898,12.181769517614065,6.962396827342594,6.962396827342594,5.246449318893832,19.72879340684898,12.181769517614065,6.962396827342594,6.962396827342594,5.246449318893832,-3.479999999999999,23.27069495170846,10.01994936537942,4.592747557606852,6.662033860380265,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
1,CHEMBL565547,Cc1nc2c3c(nc(Cc4ccccc4)n2n1)CCNCC3,Beta-2 adrenergic receptor,7600.0,293.164045608,293.3740000000001,5.0,1.0,2.0,1.0,5.0,22.0,41.0,5.0,0.0,0.3529411764705882,4.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,128.96773894847612,55.11,1.7117199999999997,85.04470000000005,12.711139633880702,7.797251530332457,4.135237828728277,4.135237828728277,3.090932773061044,12.711139633880702,7.797251530332457,4.135237828728277,4.135237828728277,3.090932773061044,-2.27,13.396883124047111,5.496208987625613,2.373002603870665,3.3469122469344383,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
2,CHEMBL1257914,Oc1ccc(OCC(O)CNC2CCN(c3ncnc4scc(-c5ccccc5)c34)CC2)cc1,Beta-2 adrenergic receptor,81.0,476.188211756,476.6020000000002,7.0,3.0,8.0,3.0,8.0,34.0,62.0,8.0,0.0,0.3076923076923077,5.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,202.23232964501864,90.74,4.062200000000003,135.6972999999999,19.617255325939663,12.409705518191396,7.037116937304831,7.037116937304831,5.231601779738492,18.80075874501194,11.530052706936498,6.15076976060398,6.15076976060398,4.321093224540404,-3.1999999999999997,22.585242436253143,10.37914539102392,5.140795077650799,6.894573968746903,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
3,CHEMBL229429,N#Cc1cc(F)cc(C#Cc2csc(CF)n2)c1,Beta-2 adrenergic receptor,10000.0,260.021975632,260.268,2.0,0.0,1.0,0.0,3.0,18.0,24.0,5.0,0.0,0.0769230769230769,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,106.53115291368589,36.68,3.023180000000001,64.02100000000002,9.89160886635501,5.820822421306282,2.8414365824786065,2.8414365824786065,1.8655811313807027,9.075112285427284,4.941169610051387,2.027853106703008,2.027853106703008,1.292235904208612,-2.24,12.22308690426689,5.394841750550561,2.907239824265628,3.6634233084303793,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
4,CHEMBL1632174,O=C(O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,Beta-2 adrenergic receptor,10000.0,427.247106536,427.5450000000003,7.0,2.0,9.0,2.0,5.0,31.0,64.0,7.0,1.0,0.5833333333333334,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,182.9001301177309,83.8,3.510600000000003,119.65100000000008,18.14552515926471,11.595980949375656,6.5385308002713804,6.5385308002713804,4.791007645711578,18.14552515926471,11.595980949375656,6.5385308002713804,6.5385308002713804,4.791007645711578,-2.54,21.682957820079704,10.17889814522836,5.2083445847923135,7.119632875415293,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
5,CHEMBL1242923,O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,Beta-2 adrenergic receptor,1000.0,407.220891788,407.5140000000002,6.0,1.0,7.0,1.0,4.0,30.0,59.0,6.0,2.0,0.4166666666666667,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,177.36225934487106,61.88000000000001,2.625400000000001,116.65770000000003,17.256635784966694,10.767037988872865,5.824510167742957,5.824510167742957,4.212410930217325,17.256635784966694,10.767037988872865,5.824510167742957,5.824510167742957,4.212410930217325,-2.8599999999999994,20.414300994826625,9.761297635757195,5.1879610246911705,6.642335601214564,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
6,CHEMBL251392,O[C@@H](CNCCOc1ccc(-c2cscn2)cc1)c1cccnc1,Beta-2 adrenergic receptor,10.0,341.1197978480001,341.43600000000004,5.0,2.0,8.0,2.0,6.0,24.0,43.0,6.0,0.0,0.2222222222222222,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,144.54266038682692,67.27,2.9071000000000016,95.11150000000004,13.946807253000856,8.67150468068071,4.1233127263197344,4.1233127263197344,2.808898230246616,13.130310672073133,7.728695639098649,3.5368441980660936,3.5368441980660936,2.24777914762012,-2.28,16.573336707910446,8.53809828016493,4.609437196912778,5.896032401766853,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
7,CHEMBL249336,O[C@@H](CNCCOc1ccc(-c2cocn2)cc1)c1cccnc1,Beta-2 adrenergic receptor,10.0,325.1426414680001,325.36800000000005,6.0,2.0,8.0,2.0,6.0,24.0,43.0,6.0,0.0,0.2222222222222222,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,139.69662638049223,80.41,2.4386,89.50050000000005,13.130310672073133,7.728695639098649,3.5368441980660936,3.5368441980660936,2.24777914762012,13.130310672073133,7.728695639098649,3.5368441980660936,3.5368441980660936,2.24777914762012,-2.7,16.168131665714974,8.236171835005283,4.406177013954695,5.548479610409114,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
8,CHEMBL3298897,O=c1ccc2c([C@@H](O)CNCCc3ccc(Nc4ccc(OCCN5CCNCC5)cc4)cc3)ccc(O)c2[nH]1,Beta-2 adrenergic receptor,10.0,543.284554664,543.6680000000003,9.0,6.0,12.0,6.0,8.0,40.0,77.0,9.0,0.0,0.3225806451612903,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,233.36344908971373,121.88,3.127000000000001,158.73839999999973,22.527651897571666,13.80620440376913,7.176741536464031,7.176741536464031,4.914245183285009,22.527651897571666,13.80620440376913,7.176741536464031,7.176741536464031,4.914245183285009,-3.8899999999999992,27.668385842572917,13.450345685626818,7.395009285132688,9.303733853647715,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
9,CHEMBL1256786,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,Beta-2 adrenergic receptor,33.0,344.173607248,344.41100000000006,6.0,4.0,9.0,4.0,5.0,25.0,49.0,6.0,1.0,0.3157894736842105,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,147.006351327496,90.82,2.2233,96.91600000000004,14.398640026197,8.106260495435293,3.9804158863527546,3.9804158863527546,2.558026180469944,14.398640026197,8.106260495435293,3.9804158863527546,3.9804158863527546,2.558026180469944,-2.57,18.764156154610248,9.054618196642002,5.478062757805403,6.796090790486638,2.66385,0.9450333333333333,1.0019666666666667,0.9505,1.0091666666666665,0.9930666666666667,0.9953,0.9799666666666667,0.9675999999999999,0.0452,-0.001933333333333333,0.049433333333333336,-0.0051333333333333335,0.004133333333333333,-0.003499999999999999,0.010466666666666668,0.007166666666666667,0.06026666666666667,0.03853333333333333,0.16626666666666667,-0.043333333333333335,0.0005,-0.013000000000000001,-0.03106666666666667,-0.048233333333333336,2.510875,0.019999959999999997,0.019999959999999997,37.83309523809524,36.17661904761905,35.39138095238095,37.505714285714284,35.39390476190476,36.2802380952381,36.26947619047619,125.99084444444443,125.99084444444443
